"pageId","box","type","attributes"
"8","[264,1323,1307,1330]","line","fontSize<10>"
"8","[264,1322,748,771]","line","fontSize<10>"
"8","[264,1318,999,1021]","line","fontSize<9>"
"8","[264,1318,999,1021]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<22>textOrientation<justified>"
"8","[264,1319,922,943]","line","fontSize<9>"
"8","[264,1319,1039,1060]","line","fontSize<9>"
"8","[264,1319,922,943]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<21>textOrientation<justified>"
"8","[264,1319,1039,1060]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<21>textOrientation<justified>"
"8","[264,1318,882,903]","line","fontSize<9>"
"8","[264,1318,1117,1138]","line","fontSize<9>"
"8","[264,1318,882,903]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<21>textOrientation<justified>"
"8","[264,1310,1444,1465]","line","fontSize<9>"
"8","[264,1310,1444,1465]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<21>textOrientation<justified>"
"8","[264,1309,1483,1504]","line","fontSize<9>"
"8","[264,1309,1557,1578]","line","fontSize<9>"
"8","[264,1309,1596,1617]","line","fontSize<9>"
"8","[264,1309,1483,1504]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<21>textOrientation<justified>"
"8","[264,1309,1557,1578]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<21>textOrientation<justified>"
"8","[264,1309,1596,1617]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<21>textOrientation<justified>"
"8","[264,1298,1743,1764]","line","fontSize<9>"
"8","[264,1298,1868,1889]","line","fontSize<9>"
"8","[264,1298,1743,1764]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<21>textOrientation<justified>"
"8","[264,1298,1868,1889]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<21>textOrientation<justified>"
"8","[264,1296,1701,1722]","line","fontSize<9>"
"8","[264,1296,1826,1847]","line","fontSize<9>"
"8","[264,1296,1701,1722]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<21>textOrientation<justified>"
"8","[264,1296,1826,1847]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<21>textOrientation<justified>"
"8","[264,1295,842,863]","line","fontSize<9>"
"8","[264,1295,842,863]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<21>textOrientation<justified>"
"8","[264,1289,1406,1427]","line","fontSize<9>"
"8","[264,1289,1406,1427]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<21>textOrientation<justified>"
"8","[264,1281,1658,1679]","line","fontSize<9>"
"8","[264,1281,1658,1679]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<21>textOrientation<justified>"
"8","[264,861,1345,1369]","line","fontSize<10>"
"8","[264,579,782,806]","line","fontSize<10>"
"8","[264,547,564,589]","line","fontSize<11>"
"9","[264,1325,283,1986]","region",""
"9","[264,1325,283,1986]","column","lineHeight<25>"
"9","[264,1325,550,1896]","region",""
"9","[264,1325,550,1896]","block","indentation<mixed>lineHeight<25>"
"9","[264,1325,1070,1696]","paragraph","fontSize<11>indentation<indent>lineHeight<25>textOrientation<justified>"
"9","[264,1325,550,1056]","paragraph","fontSize<11>indentation<none>lineHeight<25>textOrientation<justified>"
"9","[264,1323,1711,1896]","paragraph","fontSize<11>indentation<indent>lineHeight<25>textOrientation<justified>"
"9","[264,1323,283,389]","region",""
"9","[264,1323,283,389]","block","indentation<indent>lineHeight<25>"
"9","[264,1323,283,389]","paragraph","fontSize<11>indentation<indent>lineHeight<25>textOrientation<justified>"
"9","[264,752,454,515]","region",""
"9","[264,752,454,515]","block","lineHeight<26>"
"9","[264,752,454,515]","paragraph","fontSize<11>indentation<none>lineHeight<26>textOrientation<justified>"
"9","[264,1322,550,576]","line","fontSize<11>"
"9","[264,1325,711,736]","line","fontSize<11>"
"9","[264,1325,871,896]","line","fontSize<11>"
"9","[264,1325,911,936]","line","fontSize<11>"
"9","[264,1325,951,976]","line","fontSize<11>"
"9","[264,1325,991,1016]","line","fontSize<11>"
"9","[264,1325,1511,1536]","line","fontSize<11>"
"9","[264,1324,671,696]","line","fontSize<11>"
"9","[264,1324,751,776]","line","fontSize<11>"
"9","[264,1324,791,816]","line","fontSize<11>"
"9","[264,1324,831,856]","line","fontSize<11>"
"9","[264,1324,1351,1376]","line","fontSize<11>"
"9","[264,1324,1391,1416]","line","fontSize<11>"
"9","[264,1323,324,349]","line","fontSize<11>"
"9","[264,1323,631,656]","line","fontSize<11>"
"9","[264,1323,1111,1136]","line","fontSize<11>"
"9","[264,1323,1151,1176]","line","fontSize<11>"
"9","[264,1323,1231,1256]","line","fontSize<11>"
"9","[264,1323,1271,1296]","line","fontSize<11>"
"9","[264,1323,1311,1336]","line","fontSize<11>"
"9","[264,1323,1431,1456]","line","fontSize<11>"
"9","[264,1323,1471,1496]","line","fontSize<11>"
"9","[264,1323,1551,1576]","line","fontSize<11>"
"9","[264,1323,1631,1656]","line","fontSize<11>"
"9","[264,1323,1791,1816]","line","fontSize<11>"
"9","[264,1322,591,616]","line","fontSize<11>"
"9","[264,1322,1191,1216]","line","fontSize<11>"
"9","[264,1322,1591,1616]","line","fontSize<11>"
"9","[264,1322,1751,1776]","line","fontSize<11>"
"9","[264,1320,1831,1856]","line","fontSize<11>"
"9","[312,1323,283,309]","line","fontSize<11>"
"9","[321,1322,1070,1096]","line","fontSize<11>"
"9","[264,1322,1962,1986]","region",""
"9","[264,1322,1962,1986]","block","lineHeight<24>"
"9","[264,1322,1962,1986]","line","fontSize<9>"
"9","[264,1322,1962,1986]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<24>textOrientation<justified>"
"9","[312,1323,1711,1736]","line","fontSize<11>"
"9","[264,1013,364,389]","line","fontSize<11>"
"9","[264,944,1671,1696]","line","fontSize<11>"
"9","[264,828,1871,1896]","line","fontSize<11>"
"9","[264,790,1031,1056]","line","fontSize<11>"
"9","[264,752,454,480]","line","fontSize<11>"
"9","[264,682,489,515]","line","fontSize<11>"
"10","[260,1327,1052,1993]","region",""
"10","[260,1327,1052,1993]","column","lineHeight<24>"
"10","[269,1316,290,1025]","image",""
"10","[264,1323,1296,1882]","region",""
"10","[264,1323,1296,1882]","block","indentation<indent>lineHeight<25>"
"10","[264,1323,1296,1882]","paragraph","fontSize<11>indentation<indent>lineHeight<25>textOrientation<justified>"
"10","[264,1322,1052,1216]","region",""
"10","[264,1322,1052,1216]","block","lineHeight<23>"
"10","[264,1322,1052,1216]","paragraph","fontSize<10>indentation<none>lineHeight<23>textOrientation<justified>"
"10","[264,1323,1377,1402]","line","fontSize<11>"
"10","[264,1323,1417,1442]","line","fontSize<11>"
"10","[264,1323,1457,1482]","line","fontSize<11>"
"10","[264,1323,1497,1522]","line","fontSize<11>"
"10","[264,1323,1537,1562]","line","fontSize<11>"
"10","[264,1323,1577,1602]","line","fontSize<11>"
"10","[264,1323,1777,1802]","line","fontSize<11>"
"10","[264,1323,1857,1882]","line","fontSize<11>"
"10","[264,1322,1337,1362]","line","fontSize<11>"
"10","[264,1322,1617,1642]","line","fontSize<11>"
"10","[264,1322,1657,1682]","line","fontSize<11>"
"10","[264,1322,1697,1722]","line","fontSize<11>"
"10","[264,1322,1737,1762]","line","fontSize<11>"
"10","[264,1322,1817,1842]","line","fontSize<11>"
"10","[312,1323,1296,1322]","line","fontSize<11>"
"10","[260,1327,1969,1993]","region",""
"10","[260,1327,1969,1993]","block","lineHeight<24>"
"10","[260,1327,1969,1993]","line","fontSize<9>"
"10","[260,1327,1969,1993]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<24>textOrientation<justified>"
"10","[264,1322,1052,1076]","line","fontSize<10>"
"10","[264,1322,1088,1112]","line","fontSize<10>"
"10","[264,1322,1123,1146]","line","fontSize<10>"
"10","[264,1321,1158,1181]","line","fontSize<10>"
"10","[264,399,1192,1216]","line","fontSize<10>"
"11","[264,1324,284,1986]","region",""
"11","[264,1324,284,1986]","column","lineHeight<25>"
"11","[264,1324,284,1870]","region",""
"11","[264,1324,284,1870]","block","indentation<mixed>lineHeight<25>"
"11","[264,1324,844,1550]","paragraph","fontSize<11>indentation<indent>lineHeight<26>textOrientation<justified>"
"11","[264,1323,284,830]","paragraph","fontSize<11>indentation<none>lineHeight<25>textOrientation<justified>"
"11","[264,1322,1564,1870]","paragraph","fontSize<11>indentation<indent>lineHeight<26>textOrientation<justified>"
"11","[264,1324,1244,1270]","line","fontSize<11>"
"11","[264,1323,644,670]","line","fontSize<11>"
"11","[264,1323,764,790]","line","fontSize<11>"
"11","[264,1323,884,910]","line","fontSize<11>"
"11","[264,1323,924,950]","line","fontSize<11>"
"11","[264,1323,964,990]","line","fontSize<11>"
"11","[264,1323,1044,1070]","line","fontSize<11>"
"11","[264,1323,1124,1150]","line","fontSize<11>"
"11","[264,1323,1164,1190]","line","fontSize<11>"
"11","[264,1323,1204,1230]","line","fontSize<11>"
"11","[264,1323,1284,1310]","line","fontSize<11>"
"11","[264,1323,1364,1390]","line","fontSize<11>"
"11","[264,1323,1404,1430]","line","fontSize<11>"
"11","[264,1322,684,710]","line","fontSize<11>"
"11","[264,1322,1004,1030]","line","fontSize<11>"
"11","[264,1322,1084,1110]","line","fontSize<11>"
"11","[264,1322,1324,1350]","line","fontSize<11>"
"11","[264,1322,1484,1510]","line","fontSize<11>"
"11","[264,1322,1644,1670]","line","fontSize<11>"
"11","[264,1322,1844,1870]","line","fontSize<11>"
"11","[264,1321,1724,1750]","line","fontSize<11>"
"11","[264,1320,724,750]","line","fontSize<11>"
"11","[264,1320,1444,1470]","line","fontSize<11>"
"11","[264,1320,1604,1630]","line","fontSize<11>"
"11","[264,1320,1684,1710]","line","fontSize<11>"
"11","[264,1320,1764,1790]","line","fontSize<11>"
"11","[264,1320,1804,1830]","line","fontSize<11>"
"11","[264,1323,284,309]","line","fontSize<11>"
"11","[264,1323,364,389]","line","fontSize<11>"
"11","[264,1323,404,429]","line","fontSize<11>"
"11","[264,1323,444,469]","line","fontSize<11>"
"11","[264,1323,484,509]","line","fontSize<11>"
"11","[264,1323,524,549]","line","fontSize<11>"
"11","[264,1323,564,589]","line","fontSize<11>"
"11","[264,1323,604,629]","line","fontSize<11>"
"11","[264,1321,324,349]","line","fontSize<11>"
"11","[312,1322,844,870]","line","fontSize<11>"
"11","[312,1322,1564,1590]","line","fontSize<11>"
"11","[264,1322,1962,1986]","region",""
"11","[264,1322,1962,1986]","block","lineHeight<24>"
"11","[264,1322,1962,1986]","line","fontSize<9>"
"11","[264,1322,1962,1986]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<indent>lineHeight<24>textOrientation<justified>"
"11","[264,652,1524,1550]","line","fontSize<11>"
"11","[264,424,804,830]","line","fontSize<11>"
"12","[260,1327,284,1993]","region",""
"12","[260,1327,284,1993]","column","lineHeight<25>"
"12","[264,1325,284,1870]","region",""
"12","[264,1325,284,1870]","block","indentation<mixed>lineHeight<25>"
"12","[264,1323,1044,1670]","paragraph","fontSize<11>indentation<indent>lineHeight<26>textOrientation<justified>"
"12","[264,1325,284,549]","paragraph","fontSize<11>indentation<none>lineHeight<25>textOrientation<justified>"
"12","[264,1322,563,790]","paragraph","fontSize<11>indentation<indent>lineHeight<25>textOrientation<justified>"
"12","[264,1322,804,1030]","paragraph","fontSize<11>indentation<indent>lineHeight<26>textOrientation<justified>"
"12","[264,1323,1684,1790]","paragraph","fontSize<11>indentation<indent>lineHeight<26>textOrientation<justified>"
"12","[264,1323,1804,1870]","paragraph","fontSize<11>indentation<indent>lineHeight<26>textOrientation<justified>"
"12","[264,1323,1084,1110]","line","fontSize<11>"
"12","[264,1323,1124,1150]","line","fontSize<11>"
"12","[264,1323,1164,1190]","line","fontSize<11>"
"12","[264,1323,1204,1230]","line","fontSize<11>"
"12","[264,1323,1284,1310]","line","fontSize<11>"
"12","[264,1323,1364,1390]","line","fontSize<11>"
"12","[264,1323,1444,1470]","line","fontSize<11>"
"12","[264,1323,1484,1510]","line","fontSize<11>"
"12","[264,1323,1524,1550]","line","fontSize<11>"
"12","[264,1323,1564,1590]","line","fontSize<11>"
"12","[264,1323,1604,1630]","line","fontSize<11>"
"12","[264,1323,1724,1750]","line","fontSize<11>"
"12","[264,1322,724,750]","line","fontSize<11>"
"12","[264,1322,924,950]","line","fontSize<11>"
"12","[264,1322,1244,1270]","line","fontSize<11>"
"12","[264,1322,1324,1350]","line","fontSize<11>"
"12","[264,1322,1404,1430]","line","fontSize<11>"
"12","[264,1321,644,670]","line","fontSize<11>"
"12","[264,1321,884,910]","line","fontSize<11>"
"12","[264,1320,684,710]","line","fontSize<11>"
"12","[264,1320,844,870]","line","fontSize<11>"
"12","[264,1320,964,990]","line","fontSize<11>"
"12","[264,1325,404,429]","line","fontSize<11>"
"12","[264,1323,284,309]","line","fontSize<11>"
"12","[264,1323,364,389]","line","fontSize<11>"
"12","[264,1322,324,349]","line","fontSize<11>"
"12","[264,1321,444,469]","line","fontSize<11>"
"12","[264,1321,604,629]","line","fontSize<11>"
"12","[264,1320,484,509]","line","fontSize<11>"
"12","[312,1323,1044,1070]","line","fontSize<11>"
"12","[312,1323,1684,1710]","line","fontSize<11>"
"12","[312,1323,1804,1830]","line","fontSize<11>"
"12","[312,1322,563,589]","line","fontSize<11>"
"12","[312,1322,804,830]","line","fontSize<11>"
"12","[260,1327,1969,1993]","region",""
"12","[260,1327,1969,1993]","block","lineHeight<24>"
"12","[260,1327,1969,1993]","line","fontSize<9>"
"12","[260,1327,1969,1993]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<indent>lineHeight<24>textOrientation<justified>"
"12","[264,1137,524,549]","line","fontSize<11>"
"12","[264,1036,764,790]","line","fontSize<11>"
"12","[264,864,1644,1670]","line","fontSize<11>"
"12","[264,650,1844,1870]","line","fontSize<11>"
"12","[264,614,1004,1030]","line","fontSize<11>"
"12","[264,359,1764,1790]","line","fontSize<11>"
"12","[689,702,607,619]","image",""
"13","[264,1323,283,1986]","region",""
"13","[264,1323,283,1986]","column","lineHeight<24>"
"13","[266,1314,885,1720]","image",""
"13","[264,1323,359,824]","region",""
"13","[264,1323,359,824]","block","lineHeight<25>"
"13","[264,1323,359,824]","paragraph","fontSize<11>indentation<none>lineHeight<25>textOrientation<justified>"
"13","[264,1323,1750,1888]","region",""
"13","[264,1323,1750,1888]","block","lineHeight<23>"
"13","[264,1323,1750,1888]","paragraph","fontSize<10>indentation<none>lineHeight<23>textOrientation<justified>"
"13","[264,1323,439,464]","line","fontSize<11>"
"13","[264,1323,479,504]","line","fontSize<11>"
"13","[264,1323,519,544]","line","fontSize<11>"
"13","[264,1323,559,584]","line","fontSize<11>"
"13","[264,1323,599,624]","line","fontSize<11>"
"13","[264,1322,399,424]","line","fontSize<11>"
"13","[264,1322,639,664]","line","fontSize<11>"
"13","[264,1321,679,704]","line","fontSize<11>"
"13","[264,1320,359,384]","line","fontSize<11>"
"13","[264,1320,719,744]","line","fontSize<11>"
"13","[264,1320,759,784]","line","fontSize<11>"
"13","[264,1323,1750,1774]","line","fontSize<10>"
"13","[264,1322,1788,1812]","line","fontSize<10>"
"13","[264,1322,1962,1986]","region",""
"13","[264,1322,1962,1986]","block","lineHeight<24>"
"13","[264,1322,1962,1986]","line","fontSize<9>"
"13","[264,1322,1962,1986]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<24>textOrientation<justified>"
"13","[264,1323,1826,1849]","line","fontSize<10>"
"13","[264,774,283,309]","region",""
"13","[264,774,283,309]","block","lineHeight<26>"
"13","[264,774,283,309]","line","fontSize<11>"
"13","[264,774,283,309]","paragraph","_layoutExtrapolated<true>fontSize<11>indentation<none>lineHeight<26>textOrientation<justified>"
"13","[264,510,799,824]","line","fontSize<11>"
"13","[264,476,1865,1888]","line","fontSize<10>"
"14","[260,1327,284,1993]","region",""
"14","[260,1327,284,1993]","column","lineHeight<25>"
"14","[264,1324,284,1790]","region",""
"14","[264,1324,284,1790]","block","indentation<indent>lineHeight<25>"
"14","[264,1323,1004,1470]","paragraph","fontSize<11>indentation<indent>lineHeight<26>textOrientation<justified>"
"14","[264,1324,564,990]","paragraph","fontSize<11>indentation<indent>lineHeight<25>textOrientation<justified>"
"14","[264,1323,284,549]","paragraph","fontSize<11>indentation<indent>lineHeight<25>textOrientation<justified>"
"14","[264,1323,1484,1670]","paragraph","fontSize<11>indentation<indent>lineHeight<26>textOrientation<justified>"
"14","[264,1322,1684,1790]","paragraph","fontSize<11>indentation<indent>lineHeight<26>textOrientation<justified>"
"14","[264,1324,764,790]","line","fontSize<11>"
"14","[264,1323,644,670]","line","fontSize<11>"
"14","[264,1323,684,710]","line","fontSize<11>"
"14","[264,1323,724,750]","line","fontSize<11>"
"14","[264,1323,804,830]","line","fontSize<11>"
"14","[264,1323,844,870]","line","fontSize<11>"
"14","[264,1323,884,910]","line","fontSize<11>"
"14","[264,1323,924,950]","line","fontSize<11>"
"14","[264,1323,1044,1070]","line","fontSize<11>"
"14","[264,1323,1084,1110]","line","fontSize<11>"
"14","[264,1323,1244,1270]","line","fontSize<11>"
"14","[264,1323,1284,1310]","line","fontSize<11>"
"14","[264,1323,1324,1350]","line","fontSize<11>"
"14","[264,1323,1364,1390]","line","fontSize<11>"
"14","[264,1323,1404,1430]","line","fontSize<11>"
"14","[264,1323,1524,1550]","line","fontSize<11>"
"14","[264,1322,1124,1150]","line","fontSize<11>"
"14","[264,1322,1204,1230]","line","fontSize<11>"
"14","[264,1322,1564,1590]","line","fontSize<11>"
"14","[264,1321,1164,1190]","line","fontSize<11>"
"14","[264,1320,1604,1630]","line","fontSize<11>"
"14","[264,1320,1724,1750]","line","fontSize<11>"
"14","[264,1297,1644,1670]","line","fontSize<11>"
"14","[264,1323,324,349]","line","fontSize<11>"
"14","[264,1323,364,389]","line","fontSize<11>"
"14","[264,1323,404,429]","line","fontSize<11>"
"14","[264,1323,484,509]","line","fontSize<11>"
"14","[264,1322,444,469]","line","fontSize<11>"
"14","[264,1322,604,629]","line","fontSize<11>"
"14","[312,1323,1004,1030]","line","fontSize<11>"
"14","[312,1323,1484,1510]","line","fontSize<11>"
"14","[312,1322,1684,1710]","line","fontSize<11>"
"14","[260,1327,1969,1993]","region",""
"14","[260,1327,1969,1993]","block","lineHeight<24>"
"14","[260,1327,1969,1993]","line","fontSize<9>"
"14","[260,1327,1969,1993]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<24>textOrientation<centered>"
"14","[312,1323,284,309]","line","fontSize<11>"
"14","[322,1323,564,589]","line","fontSize<11>"
"14","[264,1060,1444,1470]","line","fontSize<11>"
"14","[264,651,524,549]","line","fontSize<11>"
"14","[264,591,1764,1790]","line","fontSize<11>"
"14","[264,485,964,990]","line","fontSize<11>"
"15","[264,1323,283,1986]","region",""
"15","[264,1323,283,1986]","column","lineHeight<25>"
"15","[264,1323,359,1904]","region",""
"15","[264,1323,359,1904]","block","indentation<mixed>lineHeight<25>"
"15","[264,1322,1239,1904]","paragraph","fontSize<11>indentation<indent>lineHeight<25>textOrientation<justified>"
"15","[264,1323,639,1224]","paragraph","fontSize<11>indentation<indent>lineHeight<25>textOrientation<justified>"
"15","[264,1323,359,624]","paragraph","fontSize<11>indentation<none>lineHeight<25>textOrientation<justified>"
"15","[264,1323,359,384]","line","fontSize<11>"
"15","[264,1323,399,424]","line","fontSize<11>"
"15","[264,1323,479,504]","line","fontSize<11>"
"15","[264,1323,519,544]","line","fontSize<11>"
"15","[264,1323,559,584]","line","fontSize<11>"
"15","[264,1322,439,464]","line","fontSize<11>"
"15","[264,1322,679,704]","line","fontSize<11>"
"15","[264,1322,959,984]","line","fontSize<11>"
"15","[264,1322,1439,1464]","line","fontSize<11>"
"15","[264,1322,1719,1744]","line","fontSize<11>"
"15","[264,1322,1759,1784]","line","fontSize<11>"
"15","[264,1322,1839,1864]","line","fontSize<11>"
"15","[264,1321,919,944]","line","fontSize<11>"
"15","[264,1321,1119,1144]","line","fontSize<11>"
"15","[264,1321,1359,1384]","line","fontSize<11>"
"15","[264,1320,719,744]","line","fontSize<11>"
"15","[264,1320,759,784]","line","fontSize<11>"
"15","[264,1320,799,824]","line","fontSize<11>"
"15","[264,1320,839,864]","line","fontSize<11>"
"15","[264,1320,879,904]","line","fontSize<11>"
"15","[264,1320,999,1024]","line","fontSize<11>"
"15","[264,1320,1039,1064]","line","fontSize<11>"
"15","[264,1320,1079,1104]","line","fontSize<11>"
"15","[264,1320,1159,1184]","line","fontSize<11>"
"15","[264,1320,1279,1304]","line","fontSize<11>"
"15","[264,1320,1319,1344]","line","fontSize<11>"
"15","[264,1320,1399,1424]","line","fontSize<11>"
"15","[264,1320,1479,1504]","line","fontSize<11>"
"15","[264,1320,1519,1544]","line","fontSize<11>"
"15","[264,1320,1559,1584]","line","fontSize<11>"
"15","[264,1320,1599,1624]","line","fontSize<11>"
"15","[264,1320,1639,1664]","line","fontSize<11>"
"15","[264,1320,1679,1704]","line","fontSize<11>"
"15","[264,1320,1799,1824]","line","fontSize<11>"
"15","[264,1320,1879,1904]","line","fontSize<11>"
"15","[264,1322,1962,1986]","region",""
"15","[264,1322,1962,1986]","block","lineHeight<24>"
"15","[264,1322,1962,1986]","line","fontSize<9>"
"15","[264,1322,1962,1986]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<none>lineHeight<24>textOrientation<justified>"
"15","[312,1323,639,664]","line","fontSize<11>"
"15","[312,1321,1239,1264]","line","fontSize<11>"
"15","[264,967,599,624]","line","fontSize<11>"
"15","[264,814,1199,1224]","line","fontSize<11>"
"15","[264,396,283,309]","region",""
"15","[264,396,283,309]","block","lineHeight<26>"
"15","[264,396,283,309]","line","fontSize<11>"
"15","[264,396,283,309]","paragraph","_layoutExtrapolated<true>fontSize<11>indentation<none>lineHeight<26>textOrientation<justified>"
"16","[260,1327,284,1993]","region",""
"16","[260,1327,284,1993]","column","lineHeight<24>"
"16","[264,1323,1313,1881]","region",""
"16","[264,1323,1313,1881]","block","indentation<exdent>lineHeight<24>"
"16","[264,1325,679,1144]","region",""
"16","[264,1325,679,1144]","block","lineHeight<25>"
"16","[264,1325,679,1144]","paragraph","fontSize<11>indentation<none>lineHeight<25>textOrientation<justified>"
"16","[264,1322,284,509]","region",""
"16","[264,1322,284,509]","block","lineHeight<25>"
"16","[264,1322,284,509]","paragraph","fontSize<11>indentation<none>lineHeight<25>textOrientation<justified>"
"16","[264,1323,1377,1465]","paragraph","fontSize<10>indentation<exdent>lineHeight<24>textOrientation<justified>"
"16","[264,1323,1729,1817]","paragraph","fontSize<10>indentation<exdent>lineHeight<24>textOrientation<justified>"
"16","[264,1323,1569,1657]","paragraph","fontSize<10>indentation<exdent>lineHeight<24>textOrientation<justified>"
"16","[264,1323,1313,1369]","paragraph","fontSize<10>indentation<exdent>lineHeight<24>textOrientation<justified>"
"16","[264,1323,1665,1721]","paragraph","fontSize<10>indentation<exdent>lineHeight<24>textOrientation<justified>"
"16","[264,1323,1505,1561]","paragraph","fontSize<10>indentation<exdent>lineHeight<24>textOrientation<justified>"
"16","[264,1322,1825,1881]","paragraph","fontSize<10>indentation<exdent>lineHeight<24>textOrientation<justified>"
"16","[264,1325,719,744]","line","fontSize<11>"
"16","[264,1325,959,984]","line","fontSize<11>"
"16","[264,1324,759,784]","line","fontSize<11>"
"16","[264,1323,839,864]","line","fontSize<11>"
"16","[264,1323,879,904]","line","fontSize<11>"
"16","[264,1323,919,944]","line","fontSize<11>"
"16","[264,1323,1039,1064]","line","fontSize<11>"
"16","[264,1323,1079,1104]","line","fontSize<11>"
"16","[264,1322,404,429]","line","fontSize<11>"
"16","[264,1322,679,704]","line","fontSize<11>"
"16","[264,1322,799,824]","line","fontSize<11>"
"16","[264,1322,999,1024]","line","fontSize<11>"
"16","[264,1321,284,309]","line","fontSize<11>"
"16","[264,1321,324,349]","line","fontSize<11>"
"16","[264,1320,364,389]","line","fontSize<11>"
"16","[264,1320,444,469]","line","fontSize<11>"
"16","[260,1327,1969,1993]","region",""
"16","[260,1327,1969,1993]","block","lineHeight<24>"
"16","[260,1327,1969,1993]","line","fontSize<9>"
"16","[260,1327,1969,1993]","paragraph","_layoutExtrapolated<true>fontSize<9>indentation<exdent>lineHeight<24>textOrientation<justified>"
"16","[264,1323,1313,1337]","line","fontSize<10>"
"16","[264,1323,1377,1401]","line","fontSize<10>"
"16","[264,1323,1505,1529]","line","fontSize<10>"
"16","[264,1323,1665,1689]","line","fontSize<10>"
"16","[264,1323,1729,1753]","line","fontSize<10>"
"16","[264,1322,1569,1593]","line","fontSize<10>"
"16","[264,1322,1825,1849]","line","fontSize<10>"
"16","[312,1323,1409,1433]","line","fontSize<10>"
"16","[312,1323,1601,1625]","line","fontSize<10>"
"16","[312,1323,1761,1785]","line","fontSize<10>"
"16","[264,1167,1473,1497]","line","fontSize<10>"
"16","[264,1167,1473,1497]","paragraph","_layoutExtrapolated<true>fontSize<10>indentation<exdent>lineHeight<24>textOrientation<justified>"
"16","[312,1189,1857,1881]","line","fontSize<10>"
"16","[312,1171,1537,1561]","line","fontSize<10>"
"16","[312,1002,1633,1657]","line","fontSize<10>"
"16","[264,926,1119,1144]","line","fontSize<11>"
"16","[312,964,1697,1721]","line","fontSize<10>"
"16","[264,744,484,509]","line","fontSize<11>"
"16","[312,781,1345,1369]","line","fontSize<10>"
"16","[312,616,1441,1465]","line","fontSize<10>"
"16","[312,591,1793,1817]","line","fontSize<10>"
"16","[264,493,603,629]","region",""
"16","[264,493,603,629]","block","lineHeight<26>"
"16","[264,493,603,629]","line","fontSize<11>"
"16","[264,493,603,629]","paragraph","_layoutExtrapolated<true>fontSize<11>indentation<exdent>lineHeight<26>textOrientation<justified>"
"16","[264,400,1238,1264]","region",""
"16","[264,400,1238,1264]","block","lineHeight<26>"
"16","[264,400,1238,1264]","line","fontSize<11>"
"16","[264,400,1238,1264]","paragraph","_layoutExtrapolated<true>fontSize<11>indentation<exdent>lineHeight<26>textOrientation<justified>"
"17","[264,1324,284,1986]","region",""
"17","[264,1324,284,1986]","column","lineHeight<23>"
"17","[264,1324,284,1875]","region",""
"17","[264,1324,284,1875]","block","indentation<exdent>lineHeight<23>"
"17","[264,1324,1692,1843]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[264,1323,572,691]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[264,1323,892,979]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[264,1323,1404,1491]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[264,1322,476,563]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[264,1323,764,819]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[264,1323,828,883]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[264,1323,1052,1107]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[264,1323,1180,1235]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[264,1323,1564,1619]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[264,1323,1628,1683]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
"17","[264,1323,1340,1395]","paragraph","fontSize<10>indentation<exdent>lineHeight<23>textOrientation<justified>"
